player_id,from_club_id,to_club_id,transfer_date,year
167727,294,1047,2025-06-30,2025
167799,244,148,2025-06-30,2025
168157,58,405,2025-06-30,2025
170481,2919,398,2025-06-30,2025
170527,148,23826,2025-06-30,2025
174694,4294,11282,2025-06-30,2025
177547,610,1075,2025-06-30,2025
177847,472,368,2025-06-30,2025
178314,75231,41231,2025-06-30,2025
181375,200,16,2025-06-30,2025
182581,11282,265,2025-06-30,2025
182904,13,131,2025-06-30,2025
184440,7160,114,2025-06-30,2025
195736,366,533,2025-06-30,2025
197642,1082,610,2025-06-30,2025
198008,86,23826,2025-06-30,2025
198015,3385,683,2025-06-30,2025
199733,430,398,2025-06-30,2025
203411,533,5817,2025-06-30,2025
204069,36,583,2025-06-30,2025
204176,44006,141,2025-06-30,2025
205128,385,200,2025-06-30,2025
208172,1091,1390,2025-06-30,2025
214078,443,370,2025-06-30,2025
215096,306,38,2025-06-30,2025
215649,607,2919,2025-06-30,2025
217033,1083,964,2025-06-30,2025
217115,244,29,2025-06-30,2025
223974,800,1025,2025-06-30,2025
226073,126,350,2025-06-30,2025
229817,126,1083,2025-06-30,2025
234781,252,379,2025-06-30,2025
234811,336,150,2025-06-30,2025
238993,6195,1390,2025-06-30,2025
239743,141,826,2025-06-30,2025
239962,82,190,2025-06-30,2025
242063,124,82,2025-06-30,2025
242359,13,800,2025-06-30,2025
247555,3911,39,2025-06-30,2025
249303,3057,3948,2025-06-30,2025
249952,126,6890,2025-06-30,2025
257851,7160,683,2025-06-30,2025
258027,294,583,2025-06-30,2025
258039,1421,24,2025-06-30,2025
258923,405,985,2025-06-30,2025
262523,1025,5,2025-06-30,2025
263236,148,826,2025-06-30,2025
263380,3057,533,2025-06-30,2025
263727,1108,368,2025-06-30,2025
263962,2696,232,2025-06-30,2025
264176,234,1455,2025-06-30,2025
267396,1124,1083,2025-06-30,2025
268670,367,16795,2025-06-30,2025
271495,126,3008,2025-06-30,2025
272261,10484,430,2025-06-30,2025
273132,430,89,2025-06-30,2025
276896,398,244,2025-06-30,2025
278343,114,167,2025-06-30,2025
278359,940,150,2025-06-30,2025
279242,3719,964,2025-06-30,2025
281769,15,12,2025-06-30,2025
282726,979,3329,2025-06-30,2025
282734,110302,338,2025-06-30,2025
282810,3709,940,2025-06-30,2025
283223,7160,36,2025-06-30,2025
283994,3911,39,2025-06-30,2025
284854,1108,3709,2025-06-30,2025
284883,1075,720,2025-06-30,2025
285323,417,273,2025-06-30,2025
287579,36,430,2025-06-30,2025
287700,3385,398,2025-06-30,2025
288318,367,3302,2025-06-30,2025
289592,29,1041,2025-06-30,2025
292837,1124,2698,2025-06-30,2025
293169,10484,430,2025-06-30,2025
293194,416,610,2025-06-30,2025
296227,467,4,2025-06-30,2025
296622,405,583,2025-06-30,2025
297583,89,79,2025-06-30,2025
298583,366,1049,2025-06-30,2025
298635,276,380,2025-06-30,2025
301238,506,2919,2025-06-30,2025
303116,2919,398,2025-06-30,2025
305947,430,252,2025-06-30,2025
307924,167,533,2025-06-30,2025
315128,468,317,2025-06-30,2025
315237,2740,55686,2025-06-30,2025
315865,252,6574,2025-06-30,2025
320411,6195,989,2025-06-30,2025
321247,15,405,2025-06-30,2025
321647,172,3057,2025-06-30,2025
322655,276,380,2025-06-30,2025
324377,749,1005,2025-06-30,2025
324690,1047,430,2025-06-30,2025
325924,354,6890,2025-06-30,2025
327402,2381,868,2025-06-30,2025
329517,80,683,2025-06-30,2025
329722,683,1075,2025-06-30,2025
330208,130,252,2025-06-30,2025
331496,237,12321,2025-06-30,2025
331726,5,12,2025-06-30,2025
335147,749,380,2025-06-30,2025
337333,714,89,2025-06-30,2025
337715,1049,681,2025-06-30,2025
337725,749,430,2025-06-30,2025
338285,621,940,2025-06-30,2025
338672,354,46,2025-06-30,2025
339340,383,985,2025-06-30,2025
340325,931,11,2025-06-30,2025
340521,2423,41,2025-06-30,2025
341019,8024,252,2025-06-30,2025
342226,618,167,2025-06-30,2025
343475,677,800,2025-06-30,2025
343622,39097,63007,2025-06-30,2025
344152,1003,873,2025-06-30,2025
344864,601,995,2025-06-30,2025
344869,449,1075,2025-06-30,2025
345343,3062,370,2025-06-30,2025
345468,3057,1184,2025-06-30,2025
345748,1053,1095,2025-06-30,2025
346567,398,506,2025-06-30,2025
346890,6195,5,2025-06-30,2025
348026,15,583,2025-06-30,2025
351749,677,281,2025-06-30,2025
351816,244,5,2025-06-30,2025
352392,520,41,2025-06-30,2025
354814,826,430,2025-06-30,2025
355861,12321,1050,2025-06-30,2025
357163,4294,1091,2025-06-30,2025
357796,276,380,2025-06-30,2025
357917,1063,338,2025-06-30,2025
358008,1390,6195,2025-06-30,2025
358250,366,940,2025-06-30,2025
361065,1082,800,2025-06-30,2025
361254,1049,368,2025-06-30,2025
361914,681,379,2025-06-30,2025
362842,12321,506,2025-06-30,2025
364133,749,416,2025-06-30,2025
365692,63007,660,2025-06-30,2025
367284,533,273,2025-06-30,2025
367992,1005,1025,2025-06-30,2025
369319,1269,903,2025-06-30,2025
369684,24,399,2025-06-30,2025
370998,660,82,2025-06-30,2025
371000,443,167,2025-06-30,2025
371008,1084,2424,2025-06-30,2025
371371,714,12,2025-06-30,2025
372246,379,583,2025-06-30,2025
373433,58,1041,2025-06-30,2025
375137,141,162,2025-06-30,2025
375667,3725,1083,2025-06-30,2025
376110,6418,3725,2025-06-30,2025
377042,430,6195,2025-06-30,2025
377641,162,114,2025-06-30,2025
381950,12,5,2025-06-30,2025
381967,368,11,2025-06-30,2025
382478,167,82,2025-06-30,2025
386047,405,631,2025-06-30,2025
386455,5,430,2025-06-30,2025
387234,749,3522,2025-06-30,2025
389837,1025,398,2025-06-30,2025
390125,467,1091,2025-06-30,2025
391005,82,1148,2025-06-30,2025
391065,290,989,2025-06-30,2025
391780,86,141,2025-06-30,2025
391907,49702,16704,2025-06-30,2025
392085,430,141,2025-06-30,2025
392163,35,60,2025-06-30,2025
392179,202,1132,2025-06-30,2025
392538,1025,5,2025-06-30,2025
392570,1005,1047,2025-06-30,2025
392777,2425,703,2025-06-30,2025
392881,366,607,2025-06-30,2025
392959,430,2919,2025-06-30,2025
393239,468,317,2025-06-30,2025
395236,430,5,2025-06-30,2025
395242,172,58,2025-06-30,2025
397225,252,6195,2025-06-30,2025
400131,35,237,2025-06-30,2025
400489,416,23826,2025-06-30,2025
401173,631,985,2025-06-30,2025
401736,2424,7179,2025-06-30,2025
401923,141,6195,2025-06-30,2025
402604,71985,1186,2025-06-30,2025
402887,6676,7160,2025-06-30,2025
403568,354,371,2025-06-30,2025
405687,80,39,2025-06-30,2025
409886,2420,385,2025-06-30,2025
412513,458,276,2025-06-30,2025
412932,80,162,2025-06-30,2025
412952,982,1063,2025-06-30,2025
413605,2832,2239,2025-06-30,2025
417346,29,399,2025-06-30,2025
417575,1075,6574,2025-06-30,2025
419061,10690,338,2025-06-30,2025
420465,720,506,2025-06-30,2025
421637,167,1148,2025-06-30,2025
421873,1390,6195,2025-06-30,2025
422951,12,141,2025-06-30,2025
424881,2425,703,2025-06-30,2025
424900,9010,1031,2025-06-30,2025
425306,873,703,2025-06-30,2025
429983,543,940,2025-06-30,2025
430280,607,506,2025-06-30,2025
430484,71985,2696,2025-06-30,2025
430761,110302,7378,2025-06-30,2025
431811,749,12,2025-06-30,2025
432090,430,506,2025-06-30,2025
432092,1390,800,2025-06-30,2025
432175,190,234,2025-06-30,2025
433257,982,3302,2025-06-30,2025
433584,607,6195,2025-06-30,2025
435808,3057,3948,2025-06-30,2025
448177,42,24,2025-06-30,2025
448705,190,16,2025-06-30,2025
448868,6992,55686,2025-06-30,2025
450211,605,124,2025-06-30,2025
451642,10484,114,2025-06-30,2025
453121,601,127,2025-06-30,2025
455016,3725,964,2025-06-30,2025
459128,800,8970,2025-06-30,2025
459661,653,46,2025-06-30,2025
460245,39,82,2025-06-30,2025
461717,3999,2441,2025-06-30,2025
461951,3205,114,2025-06-30,2025
462250,5,631,2025-06-30,2025
464598,276,294,2025-06-30,2025
465555,667,631,2025-06-30,2025
465606,2832,141,2025-06-30,2025
465868,3999,683,2025-06-30,2025
466807,1244,1050,2025-06-30,2025
467720,417,16,2025-06-30,2025
468066,677,6195,2025-06-30,2025
470796,8024,520,2025-06-30,2025
471690,1049,989,2025-06-30,2025
475416,995,1110,2025-06-30,2025
480116,506,762,2025-06-30,2025
481623,1075,1010,2025-06-30,2025
481688,3057,336,2025-06-30,2025
481692,3062,3060,2025-06-30,2025
485395,317,371,2025-06-30,2025
485424,589,3057,2025-06-30,2025
485583,290,543,2025-06-30,2025
485960,273,3911,2025-06-30,2025
485965,995,82,2025-06-30,2025
486031,506,430,2025-06-30,2025
486083,14589,1083,2025-06-30,2025
487474,506,720,2025-06-30,2025
487843,749,5,2025-06-30,2025
487969,506,583,2025-06-30,2025
488755,80,610,2025-06-30,2025
490496,3719,2741,2025-06-30,2025
491693,720,410,2025-06-30,2025
493513,366,11,2025-06-30,2025
493702,749,417,2025-06-30,2025
494236,472,3524,2025-06-30,2025
495722,749,5,2025-06-30,2025
495923,39097,48332,2025-06-30,2025
498237,683,703,2025-06-30,2025
500054,533,294,2025-06-30,2025
502247,475,58,2025-06-30,2025
502289,1269,601,2025-06-30,2025
502676,1049,31,2025-06-30,2025
503640,124,234,2025-06-30,2025
503858,2727,234,2025-06-30,2025
503866,180,273,2025-06-30,2025
505653,472,543,2025-06-30,2025
507341,79,273,2025-06-30,2025
513245,29,6195,2025-06-30,2025
516407,385,1110,2025-06-30,2025
520530,607,347,2025-06-30,2025
521407,714,6195,2025-06-30,2025
524181,41231,2741,2025-06-30,2025
525704,398,506,2025-06-30,2025
525919,206,1010,2025-06-30,2025
528833,800,410,2025-06-30,2025
530742,398,7775,2025-06-30,2025
535955,398,11,2025-06-30,2025
535974,49702,932,2025-06-30,2025
536508,290,1132,2025-06-30,2025
537382,12321,148,2025-06-30,2025
537598,720,11,2025-06-30,2025
538918,749,46,2025-06-30,2025
538971,273,873,2025-06-30,2025
538994,618,289,2025-06-30,2025
538998,738,289,2025-06-30,2025
539043,683,371,2025-06-30,2025
539232,347,667,2025-06-30,2025
540056,190,660,2025-06-30,2025
542858,1269,458,2025-06-30,2025
543051,475,417,2025-06-30,2025
543666,2919,6574,2025-06-30,2025
548729,294,1132,2025-06-30,2025
549027,2425,294,2025-06-30,2025
550106,130,398,2025-06-30,2025
550108,46,12,2025-06-30,2025
552223,607,46,2025-06-30,2025
555076,3911,989,2025-06-30,2025
555135,1083,964,2025-06-30,2025
555166,3714,232,2025-06-30,2025
558727,2832,968,2025-06-30,2025
562049,430,12,2025-06-30,2025
564305,1390,800,2025-06-30,2025
565434,200,172,2025-06-30,2025
566615,607,252,2025-06-30,2025
566677,2425,683,2025-06-30,2025
568318,443,190,2025-06-30,2025
569383,167,162,2025-06-30,2025
570781,3057,54189,2025-06-30,2025
570817,132,1421,2025-06-30,2025
571149,468,234,2025-06-30,2025
571607,252,506,2025-06-30,2025
573981,7775,6890,2025-06-30,2025
579287,16,2778,2025-06-30,2025
579295,1053,2288,2025-06-30,2025
582232,49702,2410,2025-06-30,2025
583404,416,234,2025-06-30,2025
583699,89,1082,2025-06-30,2025
585550,3057,180,2025-06-30,2025
585949,506,5,2025-06-30,2025
585973,995,1041,2025-06-30,2025
591880,1304,234,2025-06-30,2025
592924,968,2239,2025-06-30,2025
593482,265,244,2025-06-30,2025
594991,1096,1082,2025-06-30,2025
596148,41274,468,2025-06-30,2025
596884,982,2420,2025-06-30,2025
600942,65,533,2025-06-30,2025
602105,150,985,2025-06-30,2025
602124,2919,430,2025-06-30,2025
604320,2036,27,2025-06-30,2025
605184,379,417,2025-06-30,2025
605396,294,12,2025-06-30,2025
606526,2741,932,2025-06-30,2025
608469,589,2410,2025-06-30,2025
610335,1049,720,2025-06-30,2025
610428,200,18,2025-06-30,2025
612869,1124,11127,2025-06-30,2025
615350,366,1049,2025-06-30,2025
616628,8970,800,2025-06-30,2025
617018,683,703,2025-06-30,2025
617074,940,23826,2025-06-30,2025
617267,8024,294,2025-06-30,2025
618809,1108,940,2025-06-30,2025
618813,1108,13,2025-06-30,2025
621802,1096,86,2025-06-30,2025
621993,667,703,2025-06-30,2025
624690,12,18,2025-06-30,2025
625144,48726,3592,2025-06-30,2025
625651,714,681,2025-06-30,2025
627068,385,234,2025-06-30,2025
627228,16,281,2025-06-30,2025
630989,723,150,2025-06-30,2025
632088,403,2282,2025-06-30,2025
632741,940,150,2025-06-30,2025
634427,200,940,2025-06-30,2025
638793,1050,46,2025-06-30,2025
640109,826,46,2025-06-30,2025
644244,2672,265,2025-06-30,2025
644771,800,15,2025-06-30,2025
645191,3325,2424,2025-06-30,2025
648046,379,1237,2025-06-30,2025
649016,79,800,2025-06-30,2025
649024,7775,995,2025-06-30,2025
649452,86,281,2025-06-30,2025
654986,601,157,2025-06-30,2025
655456,749,416,2025-06-30,2025
656441,252,114,2025-06-30,2025
659459,16,631,2025-06-30,2025
659513,3911,16,2025-06-30,2025
660867,677,1237,2025-06-30,2025
662332,1467,180,2025-06-30,2025
662493,601,603,2025-06-30,2025
667903,403,172,2025-06-30,2025
668547,1047,281,2025-06-30,2025
669511,1533,1050,2025-06-30,2025
669531,60949,683,2025-06-30,2025
670116,1053,86,2025-06-30,2025
670717,472,336,2025-06-30,2025
671915,1049,405,2025-06-30,2025
672381,244,1123,2025-06-30,2025
672803,3709,273,2025-06-30,2025
673514,3911,1095,2025-06-30,2025
678100,354,1184,2025-06-30,2025
680806,58,180,2025-06-30,2025
683828,589,114,2025-06-30,2025
685679,19657,369,2025-06-30,2025
687630,403,968,2025-06-30,2025
690429,35,60,2025-06-30,2025
691786,35,826,2025-06-30,2025
692997,48332,55686,2025-06-30,2025
694186,468,610,2025-06-30,2025
695121,2420,1039,2025-06-30,2025
695454,237,543,2025-06-30,2025
697149,14589,141,2025-06-30,2025
697726,2741,121,2025-06-30,2025
698678,234,543,2025-06-30,2025
699442,2919,1025,2025-06-30,2025
701937,14589,964,2025-06-30,2025
704155,3057,1132,2025-06-30,2025
708240,48332,660,2025-06-30,2025
708241,85465,660,2025-06-30,2025
708678,410,1158,2025-06-30,2025
709372,714,1050,2025-06-30,2025
709957,1047,131,2025-06-30,2025
710886,132,234,2025-06-30,2025
711996,1041,273,2025-06-30,2025
712857,601,932,2025-06-30,2025
713644,331,27,2025-06-30,2025
717198,6992,660,2025-06-30,2025
718115,2672,2441,2025-06-30,2025
720518,714,1075,2025-06-30,2025
724035,2425,683,2025-06-30,2025
724969,2696,121,2025-06-30,2025
726019,10690,338,2025-06-30,2025
726120,4795,24,2025-06-30,2025
726445,3725,232,2025-06-30,2025
726526,2727,276,2025-06-30,2025
726701,110302,336,2025-06-30,2025
727147,6646,114,2025-06-30,2025
728734,968,148,2025-06-30,2025
728864,2727,1090,2025-06-30,2025
731491,607,46,2025-06-30,2025
735353,3385,683,2025-06-30,2025
735354,60949,683,2025-06-30,2025
735568,150,6195,2025-06-30,2025
742451,543,610,2025-06-30,2025
743600,667,631,2025-06-30,2025
744074,124,1082,2025-06-30,2025
744728,398,27,2025-06-30,2025
744934,750,1041,2025-06-30,2025
745202,276,595,2025-06-30,2025
746910,82,3948,2025-06-30,2025
747017,202,1090,2025-06-30,2025
748382,276,1041,2025-06-30,2025
749186,1124,932,2025-06-30,2025
755327,6992,660,2025-06-30,2025
762387,6992,660,2025-06-30,2025
769063,1108,5,2025-06-30,2025
774067,10690,338,2025-06-30,2025
776798,3911,1237,2025-06-30,2025
782476,200,1158,2025-06-30,2025
783396,3709,1050,2025-06-30,2025
790918,38,533,2025-06-30,2025
795738,200,24,2025-06-30,2025
797791,1010,410,2025-06-30,2025
801734,148,27,2025-06-30,2025
805714,506,631,2025-06-30,2025
805835,1416,385,2025-06-30,2025
807128,995,667,2025-06-30,2025
807165,969,244,2025-06-30,2025
809899,6992,660,2025-06-30,2025
810570,3714,41231,2025-06-30,2025
814273,2410,41231,2025-06-30,2025
815652,2425,1082,2025-06-30,2025
817700,2696,232,2025-06-30,2025
817843,49702,16704,2025-06-30,2025
818448,607,252,2025-06-30,2025
819636,38,82,2025-06-30,2025
822458,1420,1158,2025-06-30,2025
823486,1148,430,2025-06-30,2025
825199,234,506,2025-06-30,2025
825437,738,583,2025-06-30,2025
834397,1184,631,2025-06-30,2025
845872,306,667,2025-06-30,2025
848682,23826,405,2025-06-30,2025
849410,667,1237,2025-06-30,2025
851551,964,36,2025-06-30,2025
852953,306,234,2025-06-30,2025
855308,410,347,2025-06-30,2025
859396,468,1095,2025-06-30,2025
860992,276,430,2025-06-30,2025
864799,472,31,2025-06-30,2025
867357,601,24,2025-06-30,2025
867929,3690,2410,2025-06-30,2025
875249,24245,6890,2025-06-30,2025
875337,2425,114,2025-06-30,2025
877672,723,1047,2025-06-30,2025
878419,60949,683,2025-06-30,2025
883349,2919,5,2025-06-30,2025
888493,714,148,2025-06-30,2025
889438,2740,55686,2025-06-30,2025
891971,2424,1075,2025-06-30,2025
892025,2740,48332,2025-06-30,2025
892054,6992,53646,2025-06-30,2025
898807,2425,683,2025-06-30,2025
900909,2036,27,2025-06-30,2025
902021,1467,180,2025-06-30,2025
908936,4294,2420,2025-06-30,2025
913539,1025,1038,2025-06-30,2025
918414,520,162,2025-06-30,2025
921655,273,244,2025-06-30,2025
923129,2425,683,2025-06-30,2025
926694,23826,13,2025-06-30,2025
928323,3911,273,2025-06-30,2025
930998,642,23826,2025-06-30,2025
931567,749,1429,2025-06-30,2025
931841,403,1095,2025-06-30,2025
933900,667,180,2025-06-30,2025
935046,6992,660,2025-06-30,2025
935047,6992,660,2025-06-30,2025
935095,2740,338,2025-06-30,2025
938146,366,27,2025-06-30,2025
948275,3709,418,2025-06-30,2025
950091,4,1091,2025-06-30,2025
952730,3325,2424,2025-06-30,2025
958647,415,11282,2025-06-30,2025
969192,1038,46,2025-06-30,2025
973805,475,1050,2025-06-30,2025
975689,124,826,2025-06-30,2025
980576,416,1421,2025-06-30,2025
983677,1304,317,2025-06-30,2025
983989,1003,1237,2025-06-30,2025
990731,41274,3057,2025-06-30,2025
993645,2919,46,2025-06-30,2025
1011200,738,667,2025-06-30,2025
1011469,443,206,2025-06-30,2025
1026255,132,398,2025-06-30,2025
1027216,3062,244,2025-06-30,2025
1028162,738,130,2025-06-30,2025
1034665,601,3948,2025-06-30,2025
1036405,41274,36,2025-06-30,2025
1049151,9010,1158,2025-06-30,2025
1053147,738,1041,2025-06-30,2025
1060252,2425,683,2025-06-30,2025
1063553,1108,1050,2025-06-30,2025
1068110,969,667,2025-06-30,2025
1074917,4083,416,2025-06-30,2025
1082633,26459,53646,2025-06-30,2025
1086636,1421,583,2025-06-30,2025
1110406,234,1237,2025-06-30,2025
1121298,826,281,2025-06-30,2025
132764,987,1519,2025-05-31,2025
134425,11,631,2025-05-31,2025
157506,371,873,2025-05-31,2025
183293,399,989,2025-05-31,2025
192279,989,631,2025-05-31,2025
193098,703,405,2025-05-31,2025
316125,873,631,2025-05-31,2025
359199,2578,2288,2025-05-31,2025
368629,1519,1031,2025-05-31,2025
396847,43,3948,2025-05-31,2025
447063,987,1123,2025-05-31,2025
456292,987,1148,2025-05-31,2025
479641,987,903,2025-05-31,2025
491737,903,2282,2025-05-31,2025
550957,903,371,2025-05-31,2025
561217,370,172,2025-05-31,2025
571743,29,631,2025-05-31,2025
581677,2759,903,2025-05-31,2025
586986,987,873,2025-05-31,2025
610649,465,601,2025-05-31,2025
618402,511,1039,2025-05-31,2025
633652,2553,31,2025-05-31,2025
711999,180,631,2025-05-31,2025
730126,903,2288,2025-05-31,2025
909254,1241,43,2025-05-31,2025
957224,903,289,2025-05-31,2025
982081,511,1132,2025-05-31,2025
913361,54189,3057,2025-04-09,2025
404846,338,18303,2025-03-11,2025
692997,55686,48332,2025-03-11,2025
1082633,53646,26459,2025-03-11,2025
743627,289,63007,2025-03-09,2025
624920,53646,63007,2025-03-08,2025
248934,48332,338,2025-03-06,2025
762387,660,6992,2025-02-25,2025
718409,18303,48726,2025-02-22,2025
729432,26459,2740,2025-02-21,2025
171072,2410,964,2025-02-20,2025
570423,1083,121,2025-02-20,2025
726445,232,3725,2025-02-20,2025
448868,55686,6992,2025-02-19,2025
263962,232,2696,2025-02-18,2025
501777,3714,14589,2025-02-18,2025
724969,121,2696,2025-02-18,2025
334481,11127,3725,2025-02-17,2025
851551,36,964,2025-02-12,2025
179860,265,11282,2025-02-11,2025
249952,6890,126,2025-02-11,2025
265542,3840,2832,2025-02-11,2025
422203,449,6890,2025-02-11,2025
432752,683,6890,2025-02-11,2025
616894,449,141,2025-02-11,2025
674241,1147,449,2025-02-11,2025
787618,244,46,2025-02-11,2025
1225269,3209,7160,2025-02-11,2025
239743,826,141,2025-02-10,2025
271495,3008,126,2025-02-10,2025
293213,126,114,2025-02-10,2025
182581,265,11282,2025-02-07,2025
274694,458,71985,2025-02-07,2025
315237,55686,2740,2025-02-07,2025
354587,2441,232,2025-02-07,2025
390379,2832,449,2025-02-07,2025
33862,968,10484,2025-02-05,2025
170934,543,141,2025-02-05,2025
342346,3385,3999,2025-02-05,2025
474589,1184,141,2025-02-05,2025
815014,19789,10484,2025-02-05,2025
876658,3209,11282,2025-02-05,2025
177547,1075,610,2025-02-04,2025
339340,985,383,2025-02-04,2025
468309,366,610,2025-02-04,2025
513963,200,317,2025-02-04,2025
516407,1110,385,2025-02-04,2025
571149,234,468,2025-02-04,2025
595247,1304,234,2025-02-04,2025
667965,738,234,2025-02-04,2025
760508,1268,468,2025-02-04,2025
39125,449,1244,2025-02-03,2025
124555,430,416,2025-02-03,2025
126719,1050,3709,2025-02-03,2025
129092,1177,369,2025-02-03,2025
139396,1075,294,2025-02-03,2025
157506,873,371,2025-02-03,2025
167727,1047,294,2025-02-03,2025
179184,141,24,2025-02-03,2025
181579,703,379,2025-02-03,2025
195736,533,366,2025-02-03,2025
198008,23826,86,2025-02-03,2025
207623,127,475,2025-02-03,2025
215099,472,385,2025-02-03,2025
215649,2919,607,2025-02-03,2025
223974,1025,800,2025-02-03,2025
245625,984,677,2025-02-03,2025
259025,449,7160,2025-02-03,2025
262523,5,1025,2025-02-03,2025
282726,3329,979,2025-02-03,2025
284854,3709,1108,2025-02-03,2025
289075,660,449,2025-02-03,2025
296622,583,405,2025-02-03,2025
303657,46,607,2025-02-03,2025
316125,631,873,2025-02-03,2025
336125,416,1047,2025-02-03,2025
337725,430,749,2025-02-03,2025
338673,41274,2727,2025-02-03,2025
346890,5,6195,2025-02-03,2025
351816,5,244,2025-02-03,2025
355369,89,1421,2025-02-03,2025
367284,273,533,2025-02-03,2025
372445,276,865,2025-02-03,2025
377641,114,162,2025-02-03,2025
386047,631,405,2025-02-03,2025
386455,430,5,2025-02-03,2025
392085,800,141,2025-02-03,2025
392085,141,430,2025-02-03,2025
392570,1047,1005,2025-02-03,2025
392881,607,366,2025-02-03,2025
410281,2425,2431,2025-02-03,2025
411267,2760,43,2025-02-03,2025
414908,1421,543,2025-02-03,2025
422951,141,12,2025-02-03,2025
424900,1031,9010,2025-02-03,2025
432090,506,430,2025-02-03,2025
448705,16,190,2025-02-03,2025
448705,610,16,2025-02-03,2025
462250,631,5,2025-02-03,2025
466805,720,281,2025-02-03,2025
480116,762,506,2025-02-03,2025
485584,317,12,2025-02-03,2025
523318,940,1047,2025-02-03,2025
535959,370,1244,2025-02-03,2025
551505,969,273,2025-02-03,2025
552955,234,5,2025-02-03,2025
561217,172,370,2025-02-03,2025
564489,2282,132,2025-02-03,2025
564530,206,369,2025-02-03,2025
565406,520,273,2025-02-03,2025
579287,2778,16,2025-02-03,2025
585550,180,3057,2025-02-03,2025
594991,1082,1096,2025-02-03,2025
596148,468,41274,2025-02-03,2025
604327,39,27,2025-02-03,2025
605396,12,294,2025-02-03,2025
610335,720,1049,2025-02-03,2025
610649,601,465,2025-02-03,2025
633306,142,1047,2025-02-03,2025
644408,443,398,2025-02-03,2025
648046,1237,379,2025-02-03,2025
651005,583,430,2025-02-03,2025
659459,631,16,2025-02-03,2025
659516,2919,5,2025-02-03,2025
666539,3268,2420,2025-02-03,2025
690799,79,273,2025-02-03,2025
717585,2424,1421,2025-02-03,2025
743395,15,9010,2025-02-03,2025
783396,1050,3709,2025-02-03,2025
787907,610,206,2025-02-03,2025
801734,27,148,2025-02-03,2025
807165,244,969,2025-02-03,2025
848682,405,23826,2025-02-03,2025
851385,173,276,2025-02-03,2025
860992,430,276,2025-02-03,2025
883349,5,2919,2025-02-03,2025
913539,1038,1025,2025-02-03,2025
921655,244,273,2025-02-03,2025
924117,4,79,2025-02-03,2025
933900,180,667,2025-02-03,2025
938146,27,366,2025-02-03,2025
955448,1162,23826,2025-02-03,2025
977877,276,273,2025-02-03,2025
980576,1421,416,2025-02-03,2025
982855,276,398,2025-02-03,2025
1004301,3524,273,2025-02-03,2025
1010854,618,631,2025-02-03,2025
1047103,1416,58,2025-02-03,2025
1060252,683,2425,2025-02-03,2025
1069960,3524,5724,2025-02-03,2025
1230462,5818,369,2025-02-03,2025
128223,5,141,2025-02-02,2025
197642,610,1082,2025-02-02,2025
217686,2410,232,2025-02-02,2025
258923,985,405,2025-02-02,2025
263236,826,148,2025-02-02,2025
368891,273,24,2025-02-02,2025
533158,3948,475,2025-02-02,2025
622380,631,416,2025-02-02,2025
649490,2727,1005,2025-02-02,2025
651005,114,583,2025-02-02,2025
743395,38,15,2025-02-02,2025
849410,1237,667,2025-02-02,2025
926952,1005,985,2025-02-02,2025
59970,660,7160,2025-02-01,2025
